name,points,p2p_pm,std_pm
Adaptive+B4+SG5+Exp0.3,45,21.213032330592796,5.15358889560223
Adaptive+B5+SG5+Exp0.3,36,21.27460461292685,5.628696611431164
Fourier+B5+SG7+Exp0.2,36,21.27872373057471,5.721491869836952
Fourier+B5+SG11+Exp0.3,36,21.32371236416475,5.478634630047121
Fourier+B5_weighted+SG9,36,21.360874791071183,4.460062419689583
Fourier+B4+SG5+Exp0.3,45,21.3754193183604,4.9433064731545375
Fourier+B5+SG9+Exp0.2,36,21.394432477563896,5.8911851725607125
Adaptive+B4+SG7+Exp0.2,45,21.451236155485276,5.830457622660587
Adaptive+B4+SG9+Exp0.3,45,21.458818479572983,5.017605662062073
Direct+B5+SG3+Exp0.1,36,21.486621368694614,6.891623008070509
Adaptive+B2+SG9+Exp0.1,91,21.49703820907689,5.846448479757062
Adaptive+B2+SG9+Exp0.1,91,21.49703820907689,5.846448479757062
Direct+B5+SG5+Exp0.2,36,21.504895029352156,6.5496163091384245
Fourier+B4+SG9+Exp0.1,45,21.514080042379646,6.3113591095971
Direct+B5+SG5+Exp0.3,36,21.517182810839586,6.33473319563173
Fourier+B5+SG11+Exp0.3,36,21.54983401658228,5.567248216930419
Adaptive+B5+SG11+Exp0.2,36,21.56103553875255,5.817469043926954
Adaptive+B5+SG11+Exp0.2,36,21.580875047561676,5.970509148377169
Direct+B2+SG5+Exp0.1,91,21.625160396069987,6.486191121982986
Direct+B2+SG5+Exp0.1,91,21.625160396069987,6.486191121982986
Fourier+B4+SG7+Exp0.3,45,21.629391082797156,5.554092668053482
Adaptive+B3+SG11+Exp0.1,60,21.642807593707403,5.97583825266226
Adaptive+B3+SG3+Exp0.1,60,21.642960422809665,5.806553063702806
Fourier+B5+SG5+Exp0.3,36,21.649998449106533,5.281008175661661
Adaptive+B4+SG11+Exp0.1,45,21.675524060469797,6.309441547199133
Fourier+B2+SG9+Exp0.1,91,21.683241339360393,5.40987526332078
Adaptive+B2+SG3+Exp0.1,91,21.702951440829565,5.3703957643605555
Adaptive+B2+SG3+Exp0.1,91,21.702951440829565,5.3703957643605555
Adaptive+B5_weighted+SG7,36,21.77248570433221,5.125815358582088
Fourier+B4+SG3+Exp0.3,45,21.792825952161365,4.720281702885869
Fourier+B4+SG11+Exp0.2,45,21.809510320167647,5.5370119107674265
Adaptive+B5+SG7+Exp0.2,36,21.813691372017274,5.874102130907597
Fourier+B3+SG5+Exp0.1,60,21.830795098708222,6.07280218820817
Fourier+B5+SG9+Exp0.3,36,21.85376762690794,5.594302632624016
Fourier+B2+SG3+Exp0.1,91,21.874950954725136,5.032863489024824
Fourier+B5_weighted+SG11,36,21.93016034584616,4.383402116332823
Adaptive+B5+SG9+Exp0.2,36,21.93018330410723,6.053108207831743
Fourier+B5+SG3+Exp0.3,36,21.93018853790818,4.84299689761505
Fourier+B4+SG9+Exp0.1,45,21.953960908149384,5.975653921631956
Direct+B2+SG5+Exp0.1,91,21.99548819373831,6.172644880621538
Adaptive+B5+SG7+Exp0.3,36,22.002424753736705,5.819294854100816
Adaptive+B3+SG7+Exp0.2,60,22.022529841933647,5.753831913822248
Fourier+B3+SG9+Exp0.2,60,22.063730852323715,5.858676910674799
Adaptive+B3+SG7+Exp0.1,60,22.06702039825359,6.280229011913719
Fourier+B3+SG5+Exp0.2,60,22.078683635413654,5.262970037342745
Direct+B5+SG9+Exp0.2,36,22.113875192758314,6.493284218557312
Fourier+B4+SG11+Exp0.2,45,22.19279703263055,6.017707181245964
Adaptive+B4+SG7+Exp0.3,45,22.238020092345323,5.494561897005125
Fourier+B3+SG7+Exp0.2,60,22.25150298056633,5.667633161040356
Adaptive+B2+SG11+Exp0.1,91,22.255765901377345,6.132591600981152
Adaptive+B2+SG11+Exp0.1,91,22.255765901377345,6.132591600981152
Direct+B5+SG5+Exp0.1,36,22.272370148925802,6.8991609569002526
Direct+B5+SG7+Exp0.2,36,22.28820011737298,6.532629577277477
Direct+B4+SG5+Exp0.2,45,22.306977613311574,6.635877557369785
Adaptive+B4+SG9+Exp0.1,45,22.344638829167707,6.004865683476908
Direct+B4+SG9+Exp0.1,45,22.370256908629926,6.442186001367662
Adaptive+B5+SG9+Exp0.2,36,22.406795317124306,5.9862324678638705
Adaptive+B4+SG3+Exp0.3,45,22.43484797622841,5.1274638017920635
Adaptive+B4+SG9+Exp0.1,45,22.493705837064226,6.462966110794469
Adaptive+B5+SG11+Exp0.3,36,22.563542293141836,5.757251356551038
Adaptive+B3+SG3+Exp0.2,60,22.633515235042978,5.719379144219786
Adaptive+B4+SG5+Exp0.3,45,22.684148333041776,5.376898120065275
Adaptive+B3+SG9+Exp0.1,60,22.694571196552715,6.3886088307475655
