name,points,p2p_pm,std_pm
Adaptive+Batch2_mean,91,107.61791601919413,13.662453394137268
Adaptive+B2_median+SG3,91,107.61791601919413,13.66245339413845
Adaptive+Batch2_median,91,107.61791601919413,13.662453394137268
Adaptive+B2_mean+SG3,91,107.61791601919413,13.66245339413845
Fourier+Batch2_median,91,108.38118669630603,13.427120554486745
Fourier+Batch2_mean,91,108.38118669630603,13.427120554486745
Fourier+B2_mean+SG3,91,108.38118669630603,13.42712055448804
Fourier+B2_median+SG3,91,108.38118669630603,13.42712055448804
Adaptive+B2_weighted+SG3,91,113.20874798570912,14.661510854696608
Adaptive+Batch2_weighted,91,113.20874798570912,14.661510854691752
Fourier+B2_weighted+SG3,91,115.96289792271364,14.71564704432602
Fourier+Batch2_weighted,91,115.96289792271364,14.715647044323132
Direct,182,131.61502604873476,22.36604453193391
Adaptive,182,165.57897660277376,17.232602313114683
Fourier,182,169.24742253786462,17.469455081312574
